window_idx,t_start_s,t_end_s,ecg_mean,ecg_std,ecg_min,ecg_max,ecg_skew,ecg_kurt,ecg_hr_bpm,ecg_rr_mean_ms,ecg_rr_std_ms,ecg_rmssd,ecg_rr_range_ms,ecg_pnn50,eda_e4_mean,eda_e4_std,eda_e4_min,eda_e4_max,eda_e4_skew,eda_e4_kurt,eda_e4_scl_mean,eda_e4_scl_std,eda_e4_scl_slope,eda_e4_scr_n_peaks,eda_e4_scr_mean_amp,eda_e4_scr_max_amp,eda_rb_mean,eda_rb_std,eda_rb_min,eda_rb_max,eda_rb_skew,eda_rb_kurt,eda_rb_scl_mean,eda_rb_scl_std,eda_rb_scl_slope,eda_rb_scr_n_peaks,eda_rb_scr_mean_amp,eda_rb_scr_max_amp,bvp_mean,bvp_std,bvp_min,bvp_max,bvp_skew,bvp_kurt,bvp_ac_dc_ratio,bvp_hr_bpm,bvp_ibi_mean_ms,bvp_ibi_std_ms,bvp_ibi_cv,bvp_pulse_amp_mean,bvp_pulse_amp_std,bvp_vasomotor_power,emg_mean,emg_std,emg_min,emg_max,emg_skew,emg_kurt,emg_rms,emg_mav,emg_iemg,emg_wl,emg_zcr,emg_median_freq,emg_mean_freq,resp_mean,resp_std,resp_min,resp_max,resp_skew,resp_kurt,resp_rate_bpm,resp_interval_mean_s,resp_interval_std_s,resp_irregularity_idx,resp_amp_mean,resp_amp_std,resp_dominant_freq,cross_eda_e4_rb_corr,cross_hr_bvp_ecg_diff
37,370.0,379.996,0.00018375108332787575,0.14063960699168618,-0.227091543120128,0.8978905961733509,3.9793510155498386,18.049750007115698,87.35440931780366,686.8571428571429,16.10951530979388,12.0,52.0,0.0,2.554591488261533,0.08099785715723125,2.4466764831100623,2.714689625761146,0.48240482835064386,-0.9006408313553327,2.6523166313522606,0.007490911009510275,-9.344443896888664e-06,0,0.0,0.0,14.726152814781504,0.3697787822218015,14.101675476161962,15.427645575584688,0.02136555790795278,-1.032960337044791,15.156821509184203,0.030917990982594436,-3.854529935710582e-05,1,0.19009381699976657,0.19009381699976657,0.3891781188872908,30.947461688417217,-60.15359294444103,54.29287860540962,-0.3336515314610405,-1.1765417118655335,4.22472702994597,86.66666666666667,692.3076923076923,27.97434722319902,0.040407390433509695,40.50751913424698,5.392382905863728,0.0,4.102071908508049e-07,0.001354930578957721,-0.0053488752579181,0.0051029835231181,0.038983216279557954,0.558171078515437,0.001354659627845728,0.0010578400680558418,0.010578400680558417,3.461198122741525,0.4556,51.26953125,54.38690174348794,0.07501896756872818,2.4268099992361,-3.2594968378623794,4.83502452967053,0.21582341892531157,-1.2877926232113612,11.185682326621924,5.364,,,9446870.044509156,13268023.492548136,0.48828125,0.9814139618140955,0.6877426511369862
38,380.0,389.996,-5.3779929660712834e-05,0.1352636578584293,-0.216861475974142,0.8543462770627226,4.1793808875914005,19.99502850202086,86.43617021276596,694.1538461538462,20.107403917654125,14.236104336041748,60.0,0.0,2.3755123336027713,0.04031183390424383,2.302128564523176,2.447781493327644,0.05718563874839761,-0.7409415644659214,2.418731863974232,0.0031536670882061683,-3.935046256419576e-06,1,0.02190987392993149,0.02190987392993149,13.620615048662724,0.27742112888187653,13.083292276279108,14.101322752431766,-0.3145243102927221,-0.8728936824298552,13.912882243571005,0.020965137608576462,-2.6089931606078376e-05,0,0.0,0.0,-0.6397580715840527,29.797817565226154,-58.00929329029106,43.00837240164007,-0.381851382008279,-1.2352816523537415,3.8517416324443325,87.6010781671159,684.9230769230769,10.850971834061212,0.015842613863746156,37.14013261279387,3.3215707100271596,0.0,-1.2606034066409948e-06,0.0017539867847301187,-0.0091237381368668,0.006378028918172,-0.02861344056514225,0.47945482571616127,0.0017536364053795318,0.0013902151702527125,0.013902151702527125,4.579384393267468,0.468,53.22265625,56.78175940699703,0.08992133509960736,2.6510059367744283,-3.768458776468416,4.332784247078076,0.20092278030086938,-1.4714056009037948,12.942191544434857,4.636,,,576548.1140599104,806919.2537359437,0.48828125,0.9685554248839148,1.1649079543499425
39,390.0,399.996,0.0007671065831058581,0.1403844862879581,-0.1880895419283249,0.9279348533767736,4.3724908526643915,21.10908826813263,80.31301482701812,747.0769230769231,29.895544647047156,19.629909152447276,92.0,0.0,2.2439715895340138,0.036270929422487594,2.179797149837235,2.3021092371294327,0.05472281651086724,-1.1434088977582164,2.2810412042726917,0.0024488991130954445,-3.064295867733737e-06,0,0.0,0.0,12.51611363849063,0.3473550210936126,11.891310045274668,13.082984820015623,-0.11764557658323863,-1.202901580530777,12.887315662564383,0.023556110524437797,-2.9446013747323808e-05,0,0.0,0.0,0.6205881774310099,32.212988349459046,-61.11789235061781,46.60280772810008,-0.3662466981082353,-1.2752617420430188,3.7600943202284314,81.48767237776849,736.3076923076923,20.62112434448639,0.028006123744078883,40.909831098861886,3.0161995520578047,0.0,-3.275224654732324e-07,0.0021739988831821883,-0.0075683425300134,0.0081285878052797,0.03173875634863159,-0.04876706706213474,0.0021735640645931596,0.001743646849627698,0.01743646849627698,5.661969071436249,0.4608,52.734375,56.17639092510617,0.003481050657079868,2.4972527036001,-3.1412864527880355,4.3188263214016365,0.3237399001731341,-1.3963766250206984,11.144130757800893,5.3839999999999995,,,2404555.6243392294,3359370.323243011,0.48828125,0.993320513070144,1.1746575507503678
40,400.0,409.996,-0.0007853698018991798,0.13196270351295947,-0.1679408378144399,0.908301413370276,4.458177109586606,22.232937500657734,79.40008822232025,755.6666666666666,13.693617181561324,16.135787441697303,40.0,0.0,2.147466791812537,0.027022840442492826,2.0953211708479857,2.179752892567869,-0.6429308044581898,-1.084184638227446,2.169432664574824,0.0010459577973979735,-1.3100303524862976e-06,1,0.007815573581483104,0.007815573581483104,11.483093728795192,0.23398618443672434,11.005608321681748,11.89075706837231,-0.38815214856303887,-0.7994953457556386,11.738913908582914,0.017558908304003112,-2.1883986842634818e-05,0,0.0,0.0,-0.4419384661419418,34.03360724203381,-64.95928794113276,46.01073842720864,-0.3494763149518627,-1.288825802001568,3.688137742556006,78.70572802798425,762.3333333333334,24.860824726074675,0.03261148849069699,42.18857360381662,2.617525052337467,0.0,2.014697743322962e-06,0.002395157628619434,-0.0098961415740749,0.0092788606807627,-0.18887755341256282,0.2832758304698233,0.002394679396686432,0.0018974044597362873,0.018974044597362873,6.232783936768037,0.456,54.6875,56.940971839628,-0.2516856948233506,2.2885122349016314,-3.0529340281344357,3.979380796243408,0.41244395042566767,-1.2706066854127596,11.801730920535013,5.084,,,5875479.695672049,8158601.72694063,0.48828125,0.9439057151218948,0.6943601943359994
41,410.0,419.996,0.00030282949829653116,0.1359969350054634,-0.1995842643437583,0.9127173949635315,4.419934771179311,21.93752822978568,81.31776480400335,737.8461538461538,71.78886421751653,78.53661566428744,284.0,7.6923076923076925,2.1700161531284015,0.08408326326777427,2.0653424469930544,2.353037334454813,0.7080590205946852,-0.5306072387971428,2.1310188555169294,0.0052149370327675875,6.5214883955391954e-06,1,0.22091558627468366,0.22091558627468366,11.577192581450388,0.4596245186781073,10.777749207923309,12.167076573508016,-0.6387001076009178,-1.0912913691244177,11.212113042366164,0.031326669346217736,3.929762403097865e-05,1,0.9484207289585118,0.9484207289585118,-0.5472013841301365,35.716353060031444,-70.90007019887824,50.651061857074026,-0.32780282517928694,-1.2890229175442154,3.846091678552095,78.87817703768624,760.6666666666666,17.62917691748196,0.02317595563209723,45.10591024118163,3.4333175023229034,0.0,-1.362128866612463e-07,0.0023231967525354546,-0.0106851281917985,0.0065443743188511,-0.2057827856849487,0.19583990062340817,0.0023227320707057105,0.0018370584181909293,0.018370584181909295,6.120245431970739,0.4588,55.17578125,57.55291416894559,0.04008047543670298,2.6395931210569636,-3.67746323647736,4.573790641229843,0.11485180531445299,-1.4614698973912268,11.556240369799692,5.192,,,6923681.0188975185,9700416.416949041,0.48828125,0.8738377358186893,2.4395877663171035
42,420.0,429.996,-9.588224801882408e-05,0.13642227820796887,-0.1844546938179106,0.939030208652708,4.582276214815031,23.403147051731953,78.294910830796,766.3333333333334,14.518535697096963,19.558769249251206,44.0,0.0,2.0941500188785858,0.03021169545378624,2.011147608919739,2.123325073800241,-1.4798610703263675,0.7777358970417318,2.1128483176131767,0.0008804388855221759,-1.089966861079159e-06,0,0.0,0.0,11.48348178207791,0.1556489693448369,11.223827043311276,11.776455838858356,0.1403539732259994,-1.081589820664316,11.545836011852227,0.009173371591993208,-1.1357318875686023e-05,2,0.15669189346346357,0.23743410395503695,0.3016182857667969,27.58547109882387,-65.31125784939637,53.587160190386335,-0.31629559067639623,-0.14748542201447856,6.096209207107388,59.05511811023622,1016.0,481.81324182716276,0.4742256317196484,33.690573709821784,20.428817831597804,0.0,5.869295331991396e-07,0.0023940390884057893,-0.0093289427611395,0.0073525117425157,-0.11497735541947506,-0.04014118053833604,0.0023935603046588098,0.0019192834889162362,0.019192834889162364,6.440133618704904,0.4696,59.08203125,58.94332702165865,-0.05199622524223411,2.489236247992053,-3.1263617493249027,4.436510352318083,0.39125621377119535,-1.343291987393346,11.691348402182387,5.132,,,6222869.3505209265,8732078.880023306,0.48828125,0.4000786974015913,19.239792720559777
43,430.0,439.996,-0.00028782384037174386,0.13082898795476477,-0.1767189338594496,0.8772050805787077,4.472601111096524,22.441738090059808,79.43512797881729,755.3333333333334,37.4392437116052,23.448202102041467,96.0,0.0,2.0037973428574194,0.04365453601792732,1.9555937862240476,2.108058998130979,1.1516788744045023,0.1728843562149862,1.9959768753550613,0.001557748953433659,-1.9318255078937665e-06,2,0.058077821955582976,0.11333193717806722,11.129860270601007,0.4334257689998415,10.63047885347662,12.034560437490605,0.978514322939693,-0.3625533359890536,11.07345411808073,0.016961415352578113,-2.1066469829335326e-05,1,0.9747838545695338,0.9747838545695338,0.66909503972813,34.61620882700154,-63.47148499231038,47.232383753672686,-0.3655766199681484,-1.2746748179522467,3.6048560048955194,79.52691680261012,754.4615384615385,38.524051761238255,0.051061650988590675,43.744109633028465,1.9554819491275808,0.0,-6.604519304554652e-07,0.0024769641974512944,-0.0093731635172026,0.0100501359306577,-0.14313182917857004,0.18914761912385147,0.0024764688431309014,0.0019623028959768556,0.019623028959768554,6.319110720144531,0.4504,52.734375,55.282120866861995,0.11230842709905675,2.2472284817319825,-3.1788836042366038,4.119914619589105,0.202841206308668,-1.3737929515721905,11.700468018720748,5.128,,,10211663.240152895,12527957.226221187,0.48828125,0.9569589689071575,0.09178882379282527
44,440.0,449.996,0.00033604496869237563,0.1372409699878006,-0.1841181148941243,0.926861552798315,4.3297996477883025,20.81173243457233,81.76100628930818,733.8461538461538,17.93435322616976,18.83259585576738,64.0,0.0,2.0380661898219974,0.11271398335043191,1.9253203961627832,2.2958292166720207,1.0297022984554545,-0.28701578872503486,1.9982751027432128,0.0023381330003481126,-2.8329812622641432e-06,1,0.29930779045173983,0.29930779045173983,11.66383619321581,0.29077249182044795,11.230037041721175,12.18095511245371,0.15859514705023642,-1.0584135347173793,11.65914466816676,0.01564221860403721,-1.9318182877936526e-05,2,0.30986542321729704,0.533923639023234,0.05007113730471792,35.2627133025132,-65.30429026121325,48.5085131289864,-0.32144967043819317,-1.2880355535416654,3.637566688504439,80.32128514056225,747.0,32.005681313848584,0.04284562424879328,45.33776840672003,2.5744804103760566,0.0,3.437764932882989e-07,0.002380909270210338,-0.0080696600988772,0.0085077734691291,-0.11259019022193212,0.1337368226143556,0.002380433065552277,0.001890571686641647,0.01890571686641647,6.261843660090151,0.4712,55.6640625,57.115713884391596,-0.05014691407838768,2.362352462254251,-3.144950339433332,4.19862974026867,0.332138627573706,-1.393159230001782,11.636927851047322,5.156000000000001,,,1181719.6222806643,1655285.4861476123,0.48828125,0.9057934315032953,1.4397211487459316
45,450.0,459.996,1.709758938875332e-05,0.1342342716339775,-0.2017011728064993,0.8976128897133338,4.257257135515353,20.57797463319683,84.16055243849806,712.9230769230769,29.310014040885804,17.701224063135673,76.0,0.0,1.9657535568284326,0.04330592878051375,1.9017216639729368,2.059955175040137,0.35856763844353096,-0.9749324282453662,2.0216944855754457,0.004534117975382767,-5.646319433376966e-06,0,0.0,0.0,11.266219923908627,0.19703662106837358,10.903492206273182,11.667485587270113,0.11034825285018383,-0.9356580606686071,11.506493665877917,0.0186896470715237,-2.327865363490934e-05,0,0.0,0.0,0.028605703454810373,31.448306096441225,-61.45244559142178,45.1948992129305,-0.39356878042785404,-1.2087559744129537,3.8641211587884987,83.54755784061696,718.1538461538462,27.01186823677743,0.03761292706492144,39.57648983943371,2.990432294003758,0.0,-2.2956886384163413e-07,0.0024674227988029586,-0.0087070605817272,0.0087737499290228,-0.09715971859688317,0.07497736501283914,0.0024669292755665428,0.0019759209533244675,0.019759209533244674,6.6081723808415695,0.4608,57.12890625,58.92528421147713,-0.019001496446488703,2.271242073186219,-3.4041418159157777,3.7805770067685054,0.2417578064844228,-1.3658828350786774,11.380880121396054,5.272,,,4560352.4336873265,6389125.323549024,0.48828125,0.9924882437865067,0.612994597881098
46,460.0,469.996,-0.0002534134157675889,0.13695908085616046,-0.2102398246746976,0.9230514521141218,4.2749277738041105,20.588266505579853,82.94342832837091,723.3846153846154,18.464102386064614,22.360679774997898,60.0,0.0,1.8510788870299053,0.026764196212346512,1.8087588335173288,1.90167301173946,0.2500163195139083,-1.1104347851720606,1.8815860539034195,0.0023165566158434487,-2.891135764929749e-06,0,0.0,0.0,10.568032201471715,0.18303778638474938,10.303220918989734,10.903114306252984,0.01022042356801461,-1.2861748767518302,10.775352973324663,0.014812469670335674,-1.8483282618922503e-05,0,0.0,0.0,-0.03783806805572567,33.7536389646375,-62.28857252217351,46.88099085067709,-0.35987085098829313,-1.2807483556045556,3.6531795185605174,84.37905668541757,711.0769230769231,22.340029612266033,0.031417177083455046,42.68648074264019,2.057018323243186,0.0,-6.040086185108484e-07,0.0027693035230663726,-0.0106508473242039,0.0103489012756481,-0.13864431374097066,0.23501558128692457,0.0027687496728474904,0.0021932166097803863,0.021932166097803865,7.5565707605404455,0.48,60.546875,60.69519957521432,-0.13949815916400357,2.190432039547094,-3.2107142165847584,3.8175828111084553,0.286264351751931,-1.327667705698997,11.3464447806354,5.288,,,7450465.008340145,10455783.7560796,0.48828125,0.9888931539294097,1.435628357046653
47,470.0,479.996,-0.0019911762019400826,0.13412716512979517,-0.2314750257922048,0.9224590081327422,4.173067894314293,20.410892363221297,81.59564823209429,735.3333333333334,19.583542874443108,16.31507947212695,60.0,0.0,1.9575677826842908,0.40800381886757037,1.745702030556871,3.1083628613640943,2.0671956056646623,2.602791643891159,1.795407505837256,0.001259810475814352,-1.5478030208519584e-06,1,1.3139400637608198,1.3139400637608198,10.561435455309171,1.048789297463983,9.77720002099749,13.207811260678678,1.7412373903303333,1.4210519295197797,10.22397448755206,0.011125895968212469,-1.3893855300422127e-05,2,1.5524548357597991,2.992936554566773,-0.1430989301911677,33.371752543971965,-66.02424634765454,48.23444065833408,-0.35599239445538966,-1.20735312472948,3.9145184933344903,80.42895442359249,746.0,20.854474122094064,0.02795505914489821,43.087026571506655,3.2593791887982886,0.0,3.566894875345054e-07,0.0025717109147866592,-0.0098138445896993,0.0100419212385526,-0.12992919382497634,0.30637402941484915,0.002571196545900086,0.0020278508338243783,0.020278508338243784,6.810423137125499,0.472,56.15234375,58.12473117332329,-0.07117633453290773,2.448462072821149,-3.258085846863016,4.367097361699053,0.3268999160840729,-1.3690969625688378,11.933174224343677,5.028,,,185923.85831076445,235644.59046258975,0.48828125,0.9817055661425743,1.1666938085018046
48,480.0,489.996,0.0029222588870126895,0.1421687573953107,-0.2114614633517045,0.92733860445495,3.9537408820232627,17.83406310117248,85.22727272727273,704.0,32.38233136473322,25.708424240374534,112.0,14.285714285714285,2.6809911848738293,0.343684305927425,2.3260484787582203,3.4679527107435444,1.070189859941938,-0.19950605012285605,2.9528182939097367,0.014241278911158825,-1.7934323563128586e-05,1,0.503870500948445,0.503870500948445,19.06274773250476,2.113119106072216,13.13859787995968,20.951216952943117,-1.5874128582916935,1.2736063762529106,15.93559978129096,0.33041057260929924,0.0004103607500931751,3,4.175230596965449,4.851909417354598,-0.4122697326539918,29.218383074764144,-77.53284181599132,65.1696767928382,-0.3598043194754558,0.20581885538418332,6.993768138031793,64.71095772217429,927.2,422.9496423925666,0.4561579404579018,38.87696587340709,22.333628908252415,0.0,-8.357024802432018e-08,0.002401223432273066,-0.0087966907924434,0.0089254181031715,0.003259941364079315,0.3376424432714691,0.002400743141007082,0.001869256481116517,0.018692564811165168,6.40239254335364,0.48,56.15234375,59.254766472470536,0.27648786792345903,2.506368121932718,-4.02623060177806,5.644514503785098,0.21495288302582952,-1.0189505326893886,10.924981791697014,5.492,,,13613680.564653628,16936730.940332893,0.48828125,-0.46011899594304295,20.51631500509845
49,490.0,499.996,-0.001054996491325157,0.13310662451904776,-0.2092786902089046,0.8855562314450673,4.458388308359771,22.4821808578109,82.41758241758242,728.0,26.75138059309021,15.255401427929478,72.0,0.0,2.198488747125609,0.06036130858991533,2.109785995384176,2.3259139998519456,0.30528925014950614,-0.9848746114818163,2.275125570910971,0.006008819950858175,-7.485585822013489e-06,0,0.0,0.0,18.38008481046177,0.744625079150499,17.075161957188428,19.685158441878425,-0.012259307898164857,-1.1683734121541554,19.225645211509235,0.056727807727205565,-7.08296102155011e-05,0,0.0,0.0,0.38608983067096425,34.964030541421245,-69.18318589761621,50.06253908712833,-0.4384202608015189,-1.1949281742981779,3.8661984003203687,84.23326133909288,712.3076923076923,32.51508525639706,0.04564752789774965,43.163924583158185,3.588718081599219,0.0,-3.428910048209395e-07,0.0023367859368678976,-0.008954856505164,0.009810190930861,0.008979612853446898,0.2982629866792488,0.002336318558097744,0.0018446483053847125,0.018446483053847124,6.266886246194857,0.484,55.17578125,58.05093434107773,-0.17630345232192604,2.834989753574181,-4.026926398097044,4.564857591803332,0.31104187758924756,-1.3962592441728667,11.52073732718894,5.208,,,369448.5048307137,437481.34449331387,0.48828125,0.9916555119544049,1.8156789215104538
50,500.0,509.996,0.0008442686925139343,0.13495875103529642,-0.1990644102070093,0.8935619031749256,4.4105816492098535,21.560086183237022,81.21615993336111,738.7692307692307,15.695826654208894,20.848661028149188,60.0,0.0,2.0745808414989004,0.0397452473422249,2.0184017939708,2.159876281800051,0.47730601717606164,-0.6622183757429285,2.0860517967093917,0.0026754557710036418,-3.3347491434284696e-06,1,0.07600383327706428,0.07600383327706428,16.240311053874525,0.39908335724300437,15.568909443204928,17.07415332672334,0.21642015735135614,-0.8438002987504953,16.711262791987632,0.04388220772085446,-5.472202378435631e-05,0,0.0,0.0,-0.5972951534900275,37.03051941026981,-69.3671642777211,48.67160399931586,-0.3942073795523725,-1.3057750043064849,3.5913037203739577,81.63265306122449,735.0,11.954459038747462,0.016264570120744847,45.035860956112856,2.1275968647005783,0.0,8.495014016618677e-07,0.0019130363733973715,-0.0068776505772816,0.0101564270438114,0.10469667447362245,0.6876817604301366,0.0019126539165064918,0.0014787456069294824,0.014787456069294824,4.884259989687419,0.464,53.7109375,55.905943649961436,-0.20269625135119293,2.213973434285916,-2.77229626668906,4.1589834847349465,0.458510580542189,-1.3088624034360237,11.914217633042098,5.036,,,468964.99477697775,578243.8024789062,0.48828125,0.5313324671286859,0.4164931278633759
51,510.0,519.996,-0.0007184723378342385,0.1352734128181012,-0.204697582839663,0.9634847070299128,4.5477746002122155,22.818012941442237,79.7872340425532,752.0,13.751033019046572,16.35959546065744,40.0,0.0,2.0016362106440284,0.03849236630966963,1.95258148300292,2.1091598231525786,0.9396903006217754,0.009541827321091656,2.060475907373914,0.005656404768192444,-7.025679041643293e-06,0,0.0,0.0,14.89980128688498,0.41887053899148396,14.35396192287116,15.85307354534509,0.5143746061226966,-0.8403025716329506,15.461018279902264,0.04695050150114957,-5.845333171341075e-05,0,0.0,0.0,0.22444824561629684,37.30569978108967,-69.47263388523555,50.71800737488752,-0.40366520188943544,-1.250851024688014,3.6393259549989443,79.75460122699387,752.3076923076923,16.928204351439714,0.022501703125635614,45.796903096706195,3.0481708219166888,0.0,-1.4202015220557085e-06,0.0014332785955585008,-0.0068658117248254,0.0067435054802612,-0.0639569506365488,0.8543074453638644,0.0014329926149305575,0.0011099595745117233,0.011099595745117234,3.6313452427886683,0.4544,52.24609375,55.26752260434636,0.17280148140745172,2.44578095261794,-3.1904586530634,4.257877012773234,0.1812225197996747,-1.4298625313732078,11.755485893416928,5.104,,,4727001.591953666,6612348.996466605,0.48828125,0.974885950255077,0.03263281555932451
52,520.0,529.996,0.00022945092637647457,0.14051318744680708,-0.1944774663479613,0.9377851170842266,4.339380760928737,20.695721368693114,82.10526315789474,730.7692307692307,35.19032501070393,24.765567494675615,132.0,7.6923076923076925,1.9153390644958017,0.022962093426366893,1.88255847906092,1.953891933323254,0.3803879580635283,-1.235662461902175,1.938499193339741,0.0016978435556844,-2.1265178609988406e-06,1,0.013188092893711367,0.013188092893711367,13.740452624393464,0.38085533683795986,13.288232837962552,14.435120740856515,0.38904725587412686,-1.2425454086475032,14.177955056618917,0.03183670165123041,-3.978415848761341e-05,0,0.0,0.0,0.6960492157898317,36.55730743767855,-69.30729322414452,51.73293707731558,-0.42625343325209064,-1.242641702785974,3.730763586218283,80.82622361921868,742.3333333333334,27.04653677488398,0.03643449049153657,45.23112286571223,3.031412902249991,0.0,1.2316172918565412e-06,0.0017732287085917796,-0.0069470494397885,0.0074587738799593,-0.1430975776769162,0.6078098388244944,0.0017728744551811994,0.0013864216901400752,0.013864216901400751,4.548002217457028,0.4672,52.24609375,55.51754562880014,-0.0010037660253319246,2.706008682199018,-4.12831643227361,4.594178624781444,0.14985655640279744,-1.3710889414087994,11.329305135951659,5.296000000000001,,,7477407.344684617,10466782.58980173,0.48828125,0.9746330376924733,1.2790395386760594
53,530.0,539.996,0.0003971379969332215,0.1380680865192688,-0.2045774516957903,0.9150184817425288,4.306791497314244,20.978371212389824,84.52535760728219,709.8461538461538,28.733969890027822,19.966638842495918,96.0,0.0,1.8359432479960225,0.025554123223102444,1.7930757340970835,1.882515946753867,0.15711011229001132,-1.232687937378257,1.8643067348947173,0.002090388159365944,-2.610246879992789e-06,0,0.0,0.0,12.887185473955931,0.3257014001266884,12.305980863768076,13.480719122785144,0.2973422150825684,-0.9520431046909072,13.21357584427442,0.021363954143758,-2.6777987905871066e-05,1,0.22211186917121495,0.22211186917121495,-0.8117194272534073,36.48293382628428,-72.93216529978521,98.05376598714794,-0.1924089049687081,-0.9518369528103761,5.402973780162366,86.05472197705207,697.2307692307693,30.697865957733516,0.044028272004692816,46.748365087578044,15.162337099238071,0.0,-7.314699187971447e-07,0.0021593819638195213,-0.0102898036619054,0.0081028669203429,-0.2249172124560839,0.4159667450330202,0.002158950168144468,0.001693793746729689,0.016937937467296892,5.533873853245708,0.4656,51.26953125,55.08621171356155,-0.040889485604531595,2.3839073757261557,-3.608327889870223,4.13112036034266,0.18196721949624967,-1.3914790062068823,11.424219345011423,5.252000000000001,,,8177905.520801216,11433528.23061207,0.48828125,0.9874592953695194,1.5293643697698798
54,540.0,549.996,-0.0002528983922652814,0.14447159283755606,-0.2142798276341617,0.9400804278044398,4.244940284867881,20.08105586761189,84.01551055579492,714.1538461538462,23.41597088116767,23.38090388900024,80.0,0.0,1.7531244591693176,0.023676675174782,1.7121364262065553,1.793050465713407,-0.2674532233651195,-1.2087717402817177,1.7777724476921153,0.0016462353664982415,-2.054441604725775e-06,0,0.0,0.0,11.663992002592506,0.36286860261462256,11.016247813154989,12.305359843752004,-0.06636237395969471,-1.1545821114182462,12.075100845884878,0.02779584232220321,-3.4687696246305837e-05,0,0.0,0.0,0.4983871283513111,34.07432262982353,-70.8225663767014,46.89262912470203,-0.4678013060084434,-1.1302895558860488,3.942768697452607,83.26216908625106,720.6153846153846,23.08512674695716,0.03203529544304474,42.14645641751364,3.0907242186105797,0.0,2.397029823278233e-06,0.002471958815732124,-0.008914626073157,0.0080969004971497,-0.23607364727659888,0.06512092197763852,0.002471465536938168,0.001974948669789172,0.01974948669789172,6.412181899703347,0.4648,54.19921875,56.29305941355256,-0.0024287125656873515,2.437439280371936,-3.070691804971537,4.587028624945394,0.3498118830412042,-1.372833437741403,11.219147344801794,5.348000000000001,,,418258.45757955173,500401.0475103479,0.48828125,0.9840805455184424,0.7533414695438552
55,550.0,559.996,-0.00019969400999989215,0.1405509508693789,-0.2108591589793751,0.9242785285725575,4.196350861644617,19.827798400830325,85.37653239929948,702.7692307692307,32.429805853447654,25.192591503588243,104.0,0.0,1.9634306146890663,0.3419542594817513,1.6664122634858478,2.65848007370935,0.7436718604533662,-0.9913878606864395,1.737435914101841,0.005728552493391083,7.347494204892107e-06,1,0.9162763869067905,0.9162763869067905,12.088798192683326,1.6526204096369266,10.38699212269849,14.418119373586883,0.38377872892501075,-1.7390462328429679,11.003693259907354,0.010672105398692231,1.4111809904933911e-05,1,3.404490415795765,3.404490415795765,-0.8283263804895145,35.8479168924855,-69.95322566739524,49.20974464730162,-0.4030132035862998,-1.2576210861439803,3.7677026764885753,85.00435919790759,705.8461538461538,33.05007855221667,0.046823345812861454,43.3420686579152,3.281876550143749,0.0,-2.921059781682511e-06,0.0024753328680296753,-0.0104651722759309,0.0083177743079819,-0.2648766420025826,0.3426196697603219,0.0024748394758075214,0.001926127990199395,0.01926127990199395,6.494634496166177,0.4704,57.6171875,58.791263537666204,-0.1083325579294858,2.1868724589196344,-3.0013785016642487,4.079988318309539,0.3865997960404191,-1.1766784124627638,11.691348402182387,5.132,,,1070192.3787680827,1339588.3604821204,0.48828125,0.9484578640011452,0.37217320139188814
56,560.0,569.996,0.000179337841033664,0.15214023194227333,-0.2240277941645224,0.9889403668903096,4.073658025721034,18.722303093230074,88.75739644970415,676.0,22.951453783349557,16.38010049748451,68.0,0.0,1.9496248895817538,0.05545224454996691,1.854432249604092,2.0747133086108627,0.053036949480067784,-0.8727346376144736,2.0244038345084743,0.00605073230870029,-7.5208674556120665e-06,0,0.0,0.0,13.34072615086622,0.3087843308522528,12.78752309853057,13.927929563455413,-0.18824668398478978,-1.2279867458813782,13.57474516528139,0.03309021568203185,-4.057176508912784e-05,2,0.12038282554131641,0.15013846198294978,0.71929419566724,42.791510082232676,-136.3136348752521,85.14675293949385,-0.511343654762781,-0.09021788949570331,6.260052082840085,88.6449978894048,676.8571428571429,92.76841069015909,0.13705759283054317,50.548022207203175,18.744737934467526,0.0,1.4834098625781902e-06,0.002329034769429131,-0.0122046256838831,0.010705816422242,-0.08548444872669368,1.1076041944626889,0.002328569388386728,0.0017959744524836474,0.017959744524836473,5.985872864846465,0.4716,54.6875,57.58253167372841,-0.19001730899255545,2.6017567809555513,-3.809068317553407,4.87886046248818,0.36461920553009897,-1.2383331862078593,11.682242990654203,5.136000000000001,,,394623.2054261352,556902.7839241147,0.48828125,0.23035473352564606,0.11239856029934003
